stamp_sec,x,y,z,yolo_conf,status,vlm_response,latency_ms,usage_ratio
1771719916,-2.6477949619293213,0.0,0.0,0.0,VLM_TRIGGERED,PENDING...,0.0,0.16666666666666666
1771719922,-2.645777940750122,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.14285714285714285
1771719922,-2.645725965499878,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.125
1771719922,-2.645714521408081,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.1111111111111111
1771719922,-2.645766258239746,0.0,0.0,0.39581429958343506,YOLO_ONLY,PENDING...,0.0,0.1
1771719923,-2.645681858062744,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.09090909090909091
1771719923,-2.645665407180786,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.08333333333333333
1771719923,-2.645651340484619,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.07692307692307693
1771719923,-2.6456398963928223,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.07142857142857142
1771719923,-2.645606517791748,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.06666666666666667
1771719923,-2.6455557346343994,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.0625
1771719923,-2.645568609237671,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.058823529411764705
1771719923,-2.6454620361328125,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.05555555555555555
1771719924,-2.6454427242279053,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.05263157894736842
1771719924,-2.645399808883667,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.05
1771719924,-2.645153760910034,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.047619047619047616
1771719924,-2.6450343132019043,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.045454545454545456
1771719924,-2.6450881958007812,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.043478260869565216
1771719924,-2.6450347900390625,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.041666666666666664
1771719924,-2.6450235843658447,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.04
1771719925,-2.6449687480926514,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.038461538461538464
1771719925,-2.6448915004730225,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.037037037037037035
1771719925,-2.6447906494140625,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03571428571428571
1771719925,-2.644810199737549,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.034482758620689655
1771719925,-2.644731283187866,0.0,0.0,0.27957603335380554,YOLO_ONLY,PENDING...,0.0,0.03333333333333333
1771719925,-2.6446306705474854,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03225806451612903
1771719925,-2.6445586681365967,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03125
1771719926,-2.644562244415283,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.030303030303030304
1771719926,-2.6445415019989014,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.029411764705882353
1771719926,-2.6445488929748535,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02857142857142857
1771719926,-2.64446759223938,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.027777777777777776
1771719926,-2.644420623779297,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02702702702702703
1771719926,-2.6443991661071777,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02631578947368421
1771719926,-2.644416093826294,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02564102564102564
1771719926,-2.64400053024292,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.025
1771719927,-2.6440012454986572,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.024390243902439025
1771719927,-2.6439614295959473,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.023809523809523808
1771719927,-2.644026517868042,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.023255813953488372
1771719927,-2.643937349319458,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.022727272727272728
1771719927,-2.6439483165740967,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.022222222222222223
1771719927,-2.643888473510742,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.021739130434782608
1771719927,-2.6439404487609863,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02127659574468085
1771719927,-2.643927574157715,0.0,0.0,0.3666769862174988,YOLO_ONLY,PENDING...,0.0,0.020833333333333332
1771719928,-2.6438934803009033,0.0,0.0,0.33291691541671753,YOLO_ONLY,PENDING...,0.0,0.02040816326530612
1771719928,-2.643771171569824,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02
1771719928,-2.643723726272583,0.0,0.0,0.4381192624568939,YOLO_ONLY,PENDING...,0.0,0.0196078431372549
1771719928,-2.643723726272583,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.019230769230769232
1771719928,-2.6435980796813965,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.018867924528301886
1771719928,-2.6435842514038086,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.018518518518518517
1771719928,-2.643549680709839,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.01818181818181818
1771719929,-2.6435706615448,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.017857142857142856
1771719929,-2.643451452255249,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.017543859649122806
1771719929,-2.643465518951416,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.017241379310344827
1771719929,-2.643357276916504,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.01694915254237288
1771719929,-2.6431846618652344,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.016666666666666666
1771719929,-2.6431479454040527,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.01639344262295082
1771719929,-2.643129587173462,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.016129032258064516
1771719930,-2.643101930618286,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.015873015873015872
1771719930,-2.6430885791778564,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.015625
1771719930,-2.643048048019409,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.015384615384615385
1771719930,-2.643031358718872,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.015151515151515152
1771719930,-2.6430163383483887,0.0,0.0,0.2662357687950134,YOLO_ONLY,PENDING...,0.0,0.014925373134328358
1771719930,-2.6430184841156006,0.0,0.0,0.2788008451461792,YOLO_ONLY,PENDING...,0.0,0.014705882352941176
1771719930,-2.642990827560425,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.014492753623188406
1771719931,-2.6428587436676025,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.014285714285714285
1771719931,-2.6427805423736572,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.014084507042253521
1771719931,-2.642754077911377,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.013888888888888888
1771719931,-2.642700433731079,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.0136986301369863
1771719931,-2.6426169872283936,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.013513513513513514
1771719931,-2.6426146030426025,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.013333333333333334
1771719931,-2.642540454864502,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.013157894736842105
1771719931,-2.642540454864502,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.012987012987012988
1771719931,-2.642538070678711,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.01282051282051282
1771719932,-2.642484426498413,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.012658227848101266
1771719932,-2.6422464847564697,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.0125
1771719932,-2.6421005725860596,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.012345679012345678
1771719932,-2.6421279907226562,0.0,0.0,0.3206762671470642,YOLO_ONLY,PENDING...,0.0,0.012195121951219513
1771719932,-2.6421093940734863,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.012048192771084338
1771719932,-2.6420300006866455,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.011904761904761904
1771719932,-2.6420247554779053,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.011764705882352941
1771719932,-2.642084836959839,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.011627906976744186
1771719933,-2.642127752304077,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.011494252873563218
1771719933,-2.6421356201171875,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.011363636363636364
1771719933,-2.642139196395874,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.011235955056179775
1771719933,-2.642101287841797,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.011111111111111112
1771719933,-2.6420679092407227,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.01098901098901099
1771719933,-2.6420884132385254,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.010869565217391304
1771719933,-2.641981601715088,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.010752688172043012
