stamp_sec,x,y,z,yolo_conf,status,vlm_response,latency_ms,usage_ratio
1771463110,-8.215421676635742,0.0,0.0,0.783355712890625,YOLO_ONLY,PENDING...,0.0,0.0
1771463117,-8.217575073242188,0.0,0.0,0.6073309183120728,YOLO_ONLY,PENDING...,0.0,0.0
1771463117,-8.217632293701172,0.0,0.0,0.5589340925216675,YOLO_ONLY,PENDING...,0.0,0.0
1771463117,-8.217658042907715,0.0,0.0,0.6326419115066528,YOLO_ONLY,PENDING...,0.0,0.0
1771463117,-8.217639923095703,0.0,0.0,0.6616026759147644,YOLO_ONLY,PENDING...,0.0,0.0
1771463117,-8.217693328857422,0.0,0.0,0.3123016953468323,VLM_TRIGGERED,PENDING...,0.0,0.08333333333333333
1771463117,-8.217696189880371,0.0,0.0,0.3087919354438782,YOLO_ONLY,PENDING...,0.0,0.07692307692307693
1771463117,-8.217850685119629,0.0,0.0,0.6399940252304077,YOLO_ONLY,PENDING...,0.0,0.07142857142857142
1771463117,-8.217866897583008,0.0,0.0,0.49855971336364746,YOLO_ONLY,PENDING...,0.0,0.06666666666666667
1771463118,-8.215875625610352,0.0,0.0,0.3498575985431671,YOLO_ONLY,PENDING...,0.0,0.0625
1771463118,-8.195542335510254,0.0,0.0,0.37114542722702026,YOLO_ONLY,PENDING...,0.0,0.058823529411764705
1771463118,-8.137508392333984,0.0,0.0,0.4686906337738037,YOLO_ONLY,PENDING...,0.0,0.05555555555555555
1771463118,-8.035858154296875,0.0,0.0,0.43638890981674194,YOLO_ONLY,PENDING...,0.0,0.05263157894736842
1771463118,-7.952060222625732,0.0,0.0,0.6200135946273804,YOLO_ONLY,PENDING...,0.0,0.05
1771463118,-7.820290565490723,0.0,0.0,0.29946810007095337,YOLO_ONLY,PENDING...,0.0,0.047619047619047616
1771463119,-7.692758083343506,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.045454545454545456
1771463119,-7.6388630867004395,0.0,0.0,0.5524371266365051,YOLO_ONLY,PENDING...,0.0,0.043478260869565216
1771463119,-7.55830717086792,0.0,0.0,0.6202517151832581,YOLO_ONLY,PENDING...,0.0,0.041666666666666664
1771463119,-7.527557373046875,0.0,0.0,0.3593261241912842,YOLO_ONLY,PENDING...,0.0,0.04
1771463119,-7.50079870223999,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.038461538461538464
1771463119,-7.488837718963623,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.037037037037037035
1771463120,-7.478290557861328,0.0,0.0,0.3983721435070038,YOLO_ONLY,PENDING...,0.0,0.03571428571428571
1771463120,-7.474788188934326,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.034482758620689655
1771463120,-7.4627203941345215,0.0,0.0,0.5763586759567261,YOLO_ONLY,PENDING...,0.0,0.03333333333333333
1771463120,-7.425073623657227,0.0,0.0,0.37523353099823,YOLO_ONLY,PENDING...,0.0,0.03225806451612903
1771463120,-7.36013650894165,0.0,0.0,0.54776930809021,YOLO_ONLY,PENDING...,0.0,0.03125
