threshold,latency,usage,user_score,reward
0.1,6081.408286916799,0.3333333333333333,1.0,-2.1666666666666665
0.5,7904.098808765411,0.06349206349206349,7.4,2.382539682539683
0.9,7708.10341835022,0.03225806451612903,2.0,-0.16129032258064524
0.6002771926328462,5256.9297552108765,0.047619047619047616,8.2,2.8619047619047615
0.6089118197324352,4897.060692310333,0.046511627906976744,6.7,2.1174418604651164
0.55143499116768,4943.989336490631,0.05063291139240506,9.2,3.3468354430379743
0.5545696279889398,4997.14035987854,0.05952380952380952,9.3,3.352380952380953
0.5551438505584964,6736.674213409424,0.05952380952380952,9.3,3.352380952380953
0.5557867946473227,6517.295408248901,0.05813953488372093,9.3,3.3593023255813956
0.5566478216244417,3859.3096256256104,0.05747126436781609,9.3,3.3626436781609197
