frame,object_name,yolo_confidence,depth_ft,used_vlm,output_text,latency_ms,direction
143,potted plant,0.283,24.76,1,,330.86,none
144,potted plant,0.255,25.24,1,,347.23,none
145,potted plant,0.256,30.14,1,,340.74,none
146,potted plant,0.269,29.46,1,,344.68,none
147,person,0.265,30.25,1,,334.49,none
148,person,0.26,29.94,1,,331.11,none
149,person,0.254,30.15,1,,325.38,none
150,potted plant,0.262,29.65,1,,324.61,none
151,person,0.304,29.74,1,,338.92,none
152,person,0.262,29.92,1,,323.57,none
153,person,0.291,30.49,1,,322.47,none
154,person,0.3,30.92,1,,327.54,none
155,potted plant,0.337,28.62,1,,332.03,none
156,potted plant,0.316,23.71,1,,321.98,none
157,potted plant,0.255,28.84,1,,324.46,none
158,person,0.261,30.09,1,,335.25,none
159,potted plant,0.291,30.35,1,,341.56,none
160,potted plant,0.271,30.24,1,,339.87,none
161,potted plant,0.26,29.47,1,,329.94,none
162,potted plant,0.277,24.43,1,,327.54,none
163,potted plant,0.287,29.89,1,,318.47,none
164,potted plant,0.252,24.2,1,,319.56,none
165,person,0.344,29.83,1,,308.96,none
166,bench,0.276,4.0,1,move left,306.92,left
167,person,0.36,30.58,1,,300.22,none
168,potted plant,0.263,29.24,1,,307.86,none
169,potted plant,0.253,23.93,1,,303.5,none
170,potted plant,0.253,29.1,1,,303.04,none
171,potted plant,0.266,29.29,1,,305.74,none
172,potted plant,0.281,29.18,1,,305.36,none
173,chair,0.275,19.15,1,,304.17,none
174,potted plant,0.266,7.34,1,move left,302.04,left
175,chair,0.299,16.72,1,,299.62,none
176,potted plant,0.327,29.1,1,,293.11,none
177,potted plant,0.329,29.22,1,,299.76,none
178,potted plant,0.269,11.54,1,move left,298.44,left
179,person,0.28,29.37,1,,293.39,none
180,person,0.287,29.33,1,,306.28,none
181,chair,0.362,24.46,1,,303.54,none
182,person,0.323,28.89,1,,308.36,none
183,potted plant,0.274,24.15,1,,296.61,none
184,potted plant,0.273,24.87,1,,304.97,none
185,potted plant,0.274,28.92,1,,303.6,none
186,person,0.264,29.81,1,,290.49,none
187,potted plant,0.254,24.19,1,,306.28,none
188,potted plant,0.275,27.73,1,,292.88,none
189,potted plant,0.267,28.34,1,,301.1,none
190,potted plant,0.263,28.52,1,,305.65,none
191,potted plant,0.278,23.52,1,,304.69,none
192,potted plant,0.257,27.51,1,,307.71,none
193,person,0.287,27.17,1,,307.72,none
194,person,0.285,27.37,1,,305.19,none
195,person,0.262,28.55,1,,296.95,none
196,person,0.264,28.16,1,,310.14,none
197,person,0.257,28.4,1,,295.19,none
198,person,0.268,27.52,1,,301.33,none
199,potted plant,0.269,28.21,1,,303.8,none
200,person,0.315,28.49,1,,303.52,none
201,person,0.266,27.75,1,,311.69,none
202,person,0.264,26.16,1,,304.98,none
203,person,0.272,29.17,1,,308.44,none
204,person,0.251,29.13,1,,298.32,none
205,person,0.261,26.71,1,,305.04,none
206,chair,0.282,25.23,1,,298.62,none
207,person,0.273,26.74,1,,294.09,none
208,person,0.267,28.12,1,,293.6,none
209,person,0.259,25.76,1,,297.43,none
210,person,0.25,25.41,1,,293.49,none
211,person,0.294,27.84,1,,299.82,none
212,person,0.269,28.32,1,,296.16,none
213,person,0.256,26.18,1,,297.19,none
214,person,0.275,28.25,1,,300.8,none
215,person,0.292,26.09,1,,294.31,none
216,person,0.267,25.17,1,,298.2,none
217,person,0.251,26.22,1,,294.67,none
218,bench,0.306,23.22,1,,301.12,none
219,person,0.313,26.9,1,,295.2,none
220,bench,0.259,24.99,1,,293.61,none
221,bench,0.263,26.13,1,,296.92,none
222,person,0.251,28.9,1,,302.66,none
223,person,0.251,27.83,1,,301.8,none
224,chair,0.251,23.52,1,,299.99,none
225,person,0.277,25.81,1,,289.77,none
226,person,0.253,25.51,1,,295.82,none
227,person,0.274,28.04,1,,297.21,none
228,person,0.287,24.99,1,,296.77,none
229,person,0.265,26.01,1,,292.98,none
230,person,0.266,24.91,1,,306.39,none
231,chair,0.275,22.94,1,,295.58,none
232,person,0.276,24.68,1,,304.42,none
233,potted plant,0.25,21.67,1,,300.53,none
234,chair,0.267,22.36,1,,294.94,none
235,potted plant,0.268,20.68,1,,298.61,none
236,bench,0.256,22.22,1,,295.13,none
237,person,0.256,23.13,1,,296.44,none
238,person,0.251,23.23,1,,295.59,none
239,person,0.266,23.07,1,,296.89,none
240,person,0.25,21.68,1,,290.99,none
241,person,0.289,21.59,1,,298.83,none
242,person,0.25,26.69,1,,297.63,none
243,person,0.26,23.74,1,,297.54,none
244,person,0.267,23.28,1,,299.94,none
245,chair,0.264,21.6,1,,317.07,none
246,chair,0.271,22.37,1,,302.27,none
247,chair,0.252,22.31,1,,303.5,none
248,person,0.312,24.85,1,,297.23,none
249,potted plant,0.256,24.16,1,,299.03,none
250,person,0.254,22.1,1,,301.87,none
251,potted plant,0.272,23.46,1,,302.56,none
252,potted plant,0.274,18.57,1,,310.36,none
253,person,0.257,23.35,1,,309.17,none
254,chair,0.263,20.82,1,,307.62,none
255,chair,0.265,21.26,1,,319.74,none
256,chair,0.284,21.91,1,,318.48,none
257,potted plant,0.259,19.63,1,,309.81,none
258,person,0.279,23.69,1,,308.41,none
259,bench,0.353,20.74,1,,297.27,none
260,chair,0.269,21.07,1,,300.49,none
261,bench,0.284,20.7,1,,311.03,none
262,bench,0.261,21.3,1,,299.87,none
263,potted plant,0.25,17.77,1,,305.12,none
264,person,0.267,21.4,1,,304.49,none
265,chair,0.279,20.17,1,,299.91,none
266,person,0.258,25.57,1,,293.2,none
267,person,0.262,25.16,1,,301.61,none
268,chair,0.257,19.52,1,,311.54,none
269,person,0.263,25.48,1,,310.87,none
270,person,0.316,24.94,1,,318.74,none
271,chair,0.364,21.78,1,,320.41,none
272,person,0.255,25.02,1,,309.03,none
273,person,0.289,24.15,1,,299.84,none
274,person,0.26,21.72,1,,294.55,none
275,person,0.256,24.47,1,,302.02,none
276,potted plant,0.268,20.04,1,,319.46,none
277,person,0.319,24.46,1,,311.03,none
278,chair,0.308,20.83,1,,299.93,none
279,bench,0.287,20.72,1,,313.15,none
280,bench,0.271,19.99,1,,315.03,none
281,person,0.317,23.17,1,,304.95,none
282,potted plant,0.335,20.58,1,,310.61,none
283,chair,0.325,22.49,1,,308.95,none
284,chair,0.314,22.12,1,,314.69,none
285,bench,0.291,21.46,1,,305.35,none
286,bench,0.286,19.91,1,,306.96,none
287,person,0.325,25.05,1,,304.82,none
288,person,0.282,25.2,1,,307.28,none
289,potted plant,0.27,17.04,1,,312.05,none
290,potted plant,0.255,18.25,1,,310.08,none
291,person,0.251,25.08,1,,302.95,none
292,person,0.252,28.3,1,,304.89,none
293,person,0.254,25.72,1,,315.96,none
294,potted plant,0.283,24.01,1,,313.15,none
295,potted plant,0.278,22.57,1,,318.16,none
296,chair,0.252,20.76,1,,322.62,none
297,bench,0.251,22.39,1,,322.54,none
298,chair,0.27,21.29,1,,310.69,none
299,potted plant,0.285,23.6,1,,309.83,none
300,potted plant,0.253,18.43,1,,313.32,none
301,potted plant,0.262,21.84,1,,316.51,none
302,bench,0.268,10.89,1,move left,302.28,left
303,bench,0.251,8.73,1,move left,317.33,left
304,person,0.295,23.97,1,,317.17,none
305,bench,0.258,20.4,1,,310.05,none
306,bench,0.272,21.62,1,,322.57,none
307,person,0.258,24.82,1,,312.08,none
308,chair,0.267,20.42,1,,309.09,none
309,person,0.267,25.14,1,,311.0,none
310,person,0.295,26.68,1,,313.53,none
311,person,0.267,27.44,1,,312.87,none
312,potted plant,0.326,9.89,1,move left,312.52,left
313,person,0.308,23.14,1,,317.32,none
314,person,0.258,26.66,1,,315.61,none
315,potted plant,0.29,20.47,1,,315.53,none
316,potted plant,0.268,19.21,1,,319.06,none
317,potted plant,0.255,21.82,1,,318.79,none
318,potted plant,0.26,20.86,1,,321.12,none
319,person,0.271,25.72,1,,324.75,none
320,chair,0.265,20.98,1,,321.18,none
321,person,0.253,24.61,1,,323.59,none
322,person,0.29,20.88,1,,318.67,none
323,person,0.269,21.11,1,,321.95,none
324,person,0.276,21.65,1,,322.96,none
325,chair,0.367,20.36,1,,320.53,none
326,person,0.393,25.75,1,,312.12,none
327,person,0.268,25.26,1,,310.95,none
328,person,0.288,23.87,1,,319.93,none
329,person,0.376,26.74,1,,306.78,none
330,person,0.336,24.82,1,,302.66,none
331,person,0.263,25.53,1,,306.56,none
332,person,0.295,23.95,1,,311.58,none
333,person,0.255,25.26,1,,310.92,none
334,person,0.259,24.66,1,,312.39,none
335,person,0.253,23.98,1,,319.5,none
336,person,0.261,24.29,1,,334.25,none
337,chair,0.257,20.24,1,,320.33,none
338,person,0.28,24.67,1,,307.53,none
339,person,0.287,24.49,1,,323.37,none
340,person,0.268,24.73,1,,316.53,none
341,chair,0.274,20.23,1,,327.3,none
342,person,0.25,25.07,1,,323.05,none
343,person,0.259,21.55,1,,310.63,none
344,person,0.274,20.62,1,,311.25,none
345,chair,0.277,19.8,1,,313.13,none
346,person,0.292,24.6,1,,324.2,none
347,person,0.282,23.71,1,,323.03,none
348,person,0.292,25.14,1,,323.25,none
349,chair,0.297,19.2,1,,313.81,none
350,person,0.282,25.39,1,,306.67,none
351,chair,0.278,21.09,1,,307.98,none
352,person,0.29,26.26,1,,311.87,none
353,person,0.252,25.9,1,,306.46,none
354,person,0.339,25.3,1,,313.54,none
355,person,0.291,26.18,1,,310.93,none
356,person,0.279,25.98,1,,313.9,none
357,person,0.254,27.02,1,,305.9,none
358,person,0.316,25.13,1,,312.71,none
359,person,0.274,25.52,1,,311.83,none
360,chair,0.312,20.81,1,,311.81,none
361,chair,0.278,20.73,1,,306.97,none
362,person,0.295,24.97,1,,310.26,none
363,person,0.328,24.94,1,,317.61,none
364,person,0.267,26.82,1,,313.56,none
365,person,0.256,26.57,1,,303.47,none
366,chair,0.272,19.98,1,,321.96,none
367,person,0.266,24.98,1,,312.44,none
368,person,0.253,26.4,1,,310.54,none
369,person,0.266,25.57,1,,309.98,none
370,person,0.273,24.76,1,,308.41,none
371,person,0.28,25.48,1,,306.83,none
372,person,0.265,26.28,1,,303.28,none
373,person,0.299,25.71,1,,306.32,none
374,person,0.265,26.27,1,,301.62,none
375,person,0.258,24.83,1,,307.69,none
376,person,0.303,26.42,1,,315.21,none
377,person,0.268,27.66,1,,316.2,none
378,bench,0.258,21.45,1,,313.06,none
379,person,0.342,27.57,1,,316.36,none
380,person,0.321,26.16,1,,313.16,none
381,person,0.328,26.14,1,,309.92,none
382,person,0.255,25.82,1,,303.86,none
383,person,0.297,26.73,1,,311.28,none
384,person,0.26,25.88,1,,314.28,none
385,person,0.29,23.51,1,,313.67,none
386,person,0.26,24.3,1,,312.5,none
387,person,0.277,25.94,1,,304.51,none
388,person,0.356,24.77,1,,311.64,none
389,person,0.276,26.09,1,,316.75,none
390,chair,0.26,19.28,1,,334.19,none
391,person,0.261,25.26,1,,325.5,none
392,person,0.304,25.41,1,,323.69,none
393,chair,0.257,18.94,1,,322.01,none
394,person,0.262,25.16,1,,328.34,none
395,potted plant,0.293,9.31,1,move left,321.59,left
396,potted plant,0.31,9.55,1,move left,323.44,left
397,person,0.337,23.82,1,,324.19,none
398,person,0.275,25.38,1,,321.5,none
399,chair,0.257,18.76,1,,321.83,none
400,person,0.332,24.45,1,,323.52,none
401,person,0.257,23.88,1,,328.32,none
402,person,0.287,26.2,1,,328.41,none
403,chair,0.273,19.38,1,,328.94,none
404,bench,0.263,6.38,1,move left,320.66,left
405,person,0.29,25.64,1,,325.45,none
406,potted plant,0.385,6.77,1,move left,327.05,left
407,person,0.255,26.0,1,,323.29,none
408,chair,0.261,21.78,1,,325.8,none
409,person,0.294,25.1,1,,326.5,none
410,chair,0.311,20.8,1,,326.17,none
411,chair,0.286,21.93,1,,325.64,none
412,chair,0.255,19.11,1,,331.51,none
413,person,0.252,24.1,1,,327.53,none
414,bench,0.252,25.71,1,,323.86,none
415,bench,0.273,25.74,1,,321.28,none
416,bench,0.251,22.04,1,,322.51,none
417,person,0.335,26.38,1,,324.65,none
418,person,0.257,24.47,1,,336.07,none
419,person,0.257,25.55,1,,323.66,none
420,person,0.257,26.04,1,,327.28,none
421,person,0.273,25.61,1,,321.62,none
422,person,0.286,26.58,1,,324.48,none
423,person,0.279,27.6,1,,334.25,none
424,potted plant,0.255,4.58,1,move right,331.16,right
425,person,0.298,26.13,1,,335.49,none
426,person,0.292,25.76,1,,338.19,none
427,chair,0.259,20.14,1,,341.91,none
428,person,0.253,24.98,1,,337.46,none
429,person,0.27,25.55,1,,334.44,none
430,person,0.259,25.0,1,,333.37,none
431,person,0.251,25.64,1,,336.77,none
432,person,0.345,24.52,1,,333.96,none
433,person,0.258,26.13,1,,337.32,none
434,person,0.253,27.37,1,,334.74,none
435,person,0.287,26.3,1,,337.66,none
436,chair,0.255,20.08,1,,338.01,none
437,person,0.255,26.08,1,,336.13,none
438,potted plant,0.333,5.36,1,move right,330.81,right
439,potted plant,0.256,6.66,1,move right,338.03,right
440,chair,0.262,20.8,1,,326.86,none
441,person,0.32,24.98,1,,337.11,none
442,person,0.259,25.26,1,,325.1,none
443,person,0.3,24.94,1,,335.83,none
444,person,0.25,27.24,1,,338.24,none
445,person,0.253,26.88,1,,335.63,none
446,person,0.262,27.08,1,,324.89,none
447,potted plant,0.279,15.24,1,,328.54,none
448,potted plant,0.263,18.35,1,,321.42,none
449,person,0.258,24.65,1,,337.74,none
450,person,0.298,26.29,1,,327.32,none
451,person,0.334,27.16,1,,327.02,none
452,potted plant,0.297,10.5,1,move right,321.95,right
453,person,0.279,23.26,1,,323.94,none
454,person,0.251,27.24,1,,325.2,none
455,person,0.265,28.37,1,,323.55,none
456,person,0.288,27.39,1,,323.27,none
457,bench,0.265,23.67,1,,318.88,none
458,person,0.272,26.76,1,,324.2,none
459,person,0.261,28.71,1,,328.75,none
460,person,0.261,27.45,1,,314.6,none
461,chair,0.286,22.66,1,,305.83,none
462,person,0.264,26.03,1,,311.21,none
463,person,0.269,26.82,1,,308.44,none
464,person,0.279,26.19,1,,311.75,none
465,chair,0.277,20.01,1,,306.11,none
466,chair,0.255,21.64,1,,309.4,none
467,bench,0.259,22.5,1,,312.08,none
468,person,0.251,27.86,1,,320.1,none
469,bench,0.254,21.95,1,,308.99,none
470,person,0.275,28.11,1,,314.49,none
471,person,0.259,27.06,1,,322.87,none
472,person,0.27,29.0,1,,327.64,none
473,person,0.287,29.24,1,,314.61,none
474,person,0.25,25.79,1,,340.43,none
475,person,0.264,26.62,1,,341.79,none
476,person,0.282,29.15,1,,341.53,none
477,person,0.323,27.63,1,,328.4,none
478,person,0.361,27.04,1,,327.46,none
479,person,0.284,27.3,1,,328.25,none
480,person,0.257,26.13,1,,324.55,none
481,person,0.261,25.98,1,,329.94,none
482,person,0.256,26.65,1,,327.33,none
483,potted plant,0.304,5.02,1,move right,322.88,right
484,person,0.257,28.46,1,,325.12,none
485,person,0.291,27.93,1,,326.98,none
486,potted plant,0.252,18.57,1,,329.28,none
487,person,0.27,28.28,1,,328.74,none
488,potted plant,0.274,4.67,1,move right,328.06,right
489,chair,0.307,22.07,1,,327.32,none
490,chair,0.326,22.85,1,,329.97,none
491,chair,0.277,23.41,1,,323.94,none
492,person,0.267,26.42,1,,327.93,none
493,person,0.288,27.98,1,,329.85,none
494,person,0.256,27.04,1,,326.15,none
495,potted plant,0.324,4.43,1,move right,325.89,right
496,potted plant,0.327,14.99,1,move right,319.39,right
497,potted plant,0.251,15.04,1,,326.54,none
498,person,0.253,28.1,1,,325.28,none
499,potted plant,0.262,13.54,1,move right,346.2,right
500,person,0.376,26.11,1,,323.29,none
501,person,0.304,24.0,1,,330.67,none
502,person,0.266,23.22,1,,327.73,none
503,person,0.316,28.72,1,,323.85,none
504,person,0.267,27.94,1,,326.92,none
505,potted plant,0.256,9.93,1,move right,339.14,right
506,bench,0.274,27.69,1,,352.43,none
507,potted plant,0.274,20.43,1,,338.21,none
508,person,0.267,28.05,1,,344.52,none
509,chair,0.332,21.48,1,,358.15,none
510,chair,0.263,22.09,1,,348.13,none
511,chair,0.31,23.03,1,,339.4,none
512,person,0.251,23.29,1,,342.92,none
513,person,0.266,29.0,1,,347.09,none
514,person,0.268,26.97,1,,345.82,none
515,person,0.315,22.83,1,,348.8,none
516,person,0.296,21.36,1,,338.5,none
517,person,0.253,28.8,1,,324.23,none
518,dining table,0.259,21.88,1,,324.98,none
519,person,0.291,27.47,1,,322.0,none
520,person,0.259,27.97,1,,349.97,none
521,chair,0.253,20.56,1,,339.58,none
522,person,0.269,28.57,1,,338.89,none
523,person,0.345,23.97,1,,325.3,none
524,person,0.28,22.85,1,,322.48,none
525,person,0.284,21.36,1,,322.86,none
526,person,0.271,21.48,1,,335.77,none
527,person,0.256,28.54,1,,338.44,none
528,person,0.267,27.21,1,,312.12,none
529,bench,0.289,22.0,1,,307.5,none
530,person,0.253,18.71,1,,307.6,none
531,person,0.339,22.45,1,,320.38,none
532,chair,0.298,22.82,1,,326.15,none
533,chair,0.258,23.01,1,,320.33,none
534,bench,0.286,23.85,1,,311.9,none
535,person,0.294,27.7,1,,311.37,none
536,bench,0.262,25.47,1,,302.8,none
537,person,0.263,26.86,1,,302.47,none
538,bench,0.303,21.83,1,,301.48,none
539,bench,0.263,22.43,1,,298.99,none
540,bench,0.256,17.19,1,,313.47,none
541,bench,0.251,18.84,1,,307.48,none
542,bench,0.257,16.28,1,,301.3,none
543,person,0.302,25.82,1,,308.27,none
544,person,0.257,24.64,1,,302.07,none
545,person,0.28,24.75,1,,307.76,none
546,person,0.258,23.99,1,,310.2,none
547,person,0.252,23.76,1,,307.68,none
548,person,0.268,22.41,1,,300.34,none
549,person,0.313,22.79,1,,310.67,none
550,person,0.27,26.22,1,,310.41,none
551,person,0.252,26.5,1,,303.44,none
552,person,0.28,25.86,1,,299.49,none
553,person,0.317,24.32,1,,309.63,none
554,bench,0.251,13.8,1,move left,302.46,left
555,person,0.259,24.8,1,,304.09,none
556,person,0.272,25.07,1,,309.09,none
557,person,0.254,21.48,1,,312.42,none
558,chair,0.259,13.85,1,move left,305.5,left
559,chair,0.254,14.23,1,move left,303.55,left
560,person,0.251,24.24,1,,305.84,none
561,bench,0.251,23.76,1,,305.57,none
562,person,0.282,17.88,1,,307.47,none
563,person,0.264,24.28,1,,308.48,none
564,bench,0.264,15.26,1,,301.38,none
565,person,0.346,28.46,1,,305.6,none
566,person,0.272,28.2,1,,305.31,none
567,person,0.301,25.89,1,,304.96,none
568,person,0.269,25.67,1,,298.32,none
569,bench,0.254,26.96,1,,340.55,none
570,bench,0.279,27.46,1,,321.83,none
571,chair,0.276,14.76,1,move left,365.4,left
572,chair,0.297,13.87,1,move left,338.81,left
573,chair,0.264,14.02,1,move left,316.54,left
574,bench,0.278,14.53,1,move left,322.53,left
575,bench,0.279,14.54,1,move left,321.39,left
576,person,0.29,26.64,1,,313.26,none
577,person,0.292,28.05,1,,308.43,none
578,person,0.346,14.55,1,move left,323.19,left
579,chair,0.267,13.05,1,move left,327.85,left
580,person,0.254,26.4,1,,319.86,none
581,person,0.25,29.69,1,,311.19,none
582,dining table,0.257,13.79,1,move left,309.83,left
