frame,object_name,yolo_confidence,depth_ft,used_vlm,output_text,latency_ms,direction
143,potted plant,0.283,24.76,0,,351.53,none
144,potted plant,0.255,25.24,0,,366.95,none
145,potted plant,0.256,30.14,0,,368.6,none
146,potted plant,0.269,29.46,0,,370.68,none
147,person,0.265,30.25,0,,351.88,none
148,person,0.26,29.94,0,,344.82,none
149,person,0.254,30.15,0,,347.31,none
150,potted plant,0.262,29.65,0,,340.72,none
151,person,0.304,29.74,0,,357.78,none
152,person,0.262,29.92,0,,346.78,none
153,person,0.291,30.49,0,,343.84,none
154,person,0.3,30.92,0,,350.77,none
155,potted plant,0.337,28.62,0,,351.1,none
156,potted plant,0.316,23.71,0,,334.19,none
157,potted plant,0.255,28.84,0,,347.27,none
158,person,0.261,30.09,0,,362.52,none
159,potted plant,0.291,30.35,0,,361.06,none
160,potted plant,0.271,30.24,0,,352.23,none
161,potted plant,0.26,29.47,0,,351.37,none
162,potted plant,0.277,24.43,0,,341.71,none
163,potted plant,0.287,29.89,0,,338.28,none
164,potted plant,0.252,24.2,0,,344.72,none
165,person,0.344,29.83,0,,323.78,none
166,bench,0.276,4.0,0,move left,338.31,left
167,person,0.36,30.58,0,,325.88,none
168,potted plant,0.263,29.24,0,,322.66,none
169,potted plant,0.253,23.93,0,,324.8,none
170,potted plant,0.253,29.1,0,,326.12,none
171,potted plant,0.266,29.29,0,,330.33,none
172,potted plant,0.281,29.18,0,,324.88,none
173,chair,0.275,19.15,0,,327.11,none
174,potted plant,0.266,7.34,0,move left,316.63,left
175,chair,0.299,16.72,0,,323.92,none
176,potted plant,0.327,29.1,0,,327.37,none
177,potted plant,0.329,29.22,0,,304.38,none
178,potted plant,0.269,11.54,0,move left,325.27,left
179,person,0.28,29.37,0,,318.75,none
180,person,0.287,29.33,0,,329.05,none
181,chair,0.362,24.46,0,,325.63,none
182,person,0.323,28.89,0,,323.45,none
183,potted plant,0.274,24.15,0,,317.22,none
184,potted plant,0.273,24.87,0,,324.41,none
185,potted plant,0.274,28.92,0,,327.35,none
186,person,0.264,29.81,0,,317.86,none
187,potted plant,0.254,24.19,0,,314.46,none
188,potted plant,0.275,27.73,0,,322.64,none
189,potted plant,0.267,28.34,0,,308.26,none
190,potted plant,0.263,28.52,0,,318.13,none
191,potted plant,0.278,23.52,0,,326.01,none
192,potted plant,0.257,27.51,0,,331.97,none
193,person,0.287,27.17,0,,329.54,none
194,person,0.285,27.37,0,,328.2,none
195,person,0.262,28.55,0,,320.33,none
196,person,0.264,28.16,0,,328.97,none
197,person,0.257,28.4,0,,317.42,none
198,person,0.268,27.52,0,,313.18,none
199,potted plant,0.269,28.21,0,,317.07,none
200,person,0.315,28.49,0,,332.24,none
201,person,0.266,27.75,0,,329.91,none
202,person,0.264,26.16,0,,325.73,none
203,person,0.272,29.17,0,,326.59,none
204,person,0.251,29.13,0,,317.59,none
205,person,0.261,26.71,0,,325.54,none
206,chair,0.282,25.23,0,,318.63,none
207,person,0.273,26.74,0,,321.15,none
208,person,0.267,28.12,0,,313.8,none
209,person,0.259,25.76,0,,316.69,none
210,person,0.25,25.41,0,,320.58,none
211,person,0.294,27.84,0,,332.3,none
212,person,0.269,28.32,0,,306.53,none
213,person,0.256,26.18,0,,325.5,none
214,person,0.275,28.25,0,,318.85,none
215,person,0.292,26.09,0,,318.18,none
216,person,0.267,25.17,0,,317.14,none
217,person,0.251,26.22,0,,316.49,none
218,bench,0.306,23.22,0,,318.97,none
219,person,0.313,26.9,0,,314.67,none
220,bench,0.259,24.99,0,,314.1,none
221,bench,0.263,26.13,0,,320.12,none
222,person,0.251,28.9,0,,309.01,none
223,person,0.251,27.83,0,,293.57,none
224,chair,0.251,23.52,0,,301.29,none
225,person,0.277,25.81,0,,296.78,none
226,person,0.253,25.51,0,,299.81,none
227,person,0.274,28.04,0,,301.78,none
228,person,0.287,24.99,0,,301.49,none
229,person,0.265,26.01,0,,294.16,none
230,person,0.266,24.91,0,,305.36,none
231,chair,0.275,22.94,0,,299.13,none
232,person,0.276,24.68,0,,299.4,none
233,potted plant,0.25,21.67,0,,306.29,none
234,chair,0.267,22.36,0,,301.53,none
235,potted plant,0.268,20.68,0,,306.64,none
236,bench,0.256,22.22,0,,315.15,none
237,person,0.256,23.13,0,,311.04,none
238,person,0.251,23.23,0,,312.34,none
239,person,0.266,23.07,0,,307.81,none
240,person,0.25,21.68,0,,297.89,none
241,person,0.289,21.59,0,,292.3,none
242,person,0.25,26.69,0,,301.15,none
243,person,0.26,23.74,0,,301.12,none
244,person,0.267,23.28,0,,309.21,none
245,chair,0.264,21.6,0,,301.53,none
246,chair,0.271,22.37,0,,305.54,none
247,chair,0.252,22.31,0,,298.66,none
248,person,0.312,24.85,0,,301.55,none
249,potted plant,0.256,24.16,0,,304.25,none
250,person,0.254,22.1,0,,306.45,none
251,potted plant,0.272,23.46,0,,303.21,none
252,potted plant,0.274,18.57,0,,313.51,none
253,person,0.257,23.35,0,,317.12,none
254,chair,0.263,20.82,0,,298.79,none
255,chair,0.265,21.26,0,,315.6,none
256,chair,0.284,21.91,0,,317.31,none
257,potted plant,0.259,19.63,0,,312.27,none
258,person,0.279,23.69,0,,313.87,none
259,bench,0.353,20.74,0,,304.56,none
260,chair,0.269,21.07,0,,292.55,none
261,bench,0.284,20.7,0,,314.84,none
262,bench,0.261,21.3,0,,288.46,none
263,potted plant,0.25,17.77,0,,304.07,none
264,person,0.267,21.4,0,,301.15,none
265,chair,0.279,20.17,0,,309.17,none
266,person,0.258,25.57,0,,306.12,none
267,person,0.262,25.16,0,,303.37,none
268,chair,0.257,19.52,0,,323.03,none
269,person,0.263,25.48,0,,321.0,none
270,person,0.316,24.94,0,,326.84,none
271,chair,0.364,21.78,0,,325.46,none
272,person,0.255,25.02,0,,325.94,none
273,person,0.289,24.15,0,,338.94,none
274,person,0.26,21.72,0,,313.45,none
275,person,0.256,24.47,0,,293.01,none
276,potted plant,0.268,20.04,0,,314.95,none
277,person,0.319,24.46,0,,329.97,none
278,chair,0.308,20.83,0,,305.6,none
279,bench,0.287,20.72,0,,312.97,none
280,bench,0.271,19.99,0,,310.29,none
281,person,0.317,23.17,0,,304.89,none
282,potted plant,0.335,20.58,0,,308.31,none
283,chair,0.325,22.49,0,,311.01,none
284,chair,0.314,22.12,0,,308.29,none
285,bench,0.291,21.46,0,,318.0,none
286,bench,0.286,19.91,0,,311.86,none
287,person,0.325,25.05,0,,317.29,none
288,person,0.282,25.2,0,,319.28,none
289,potted plant,0.27,17.04,0,,319.64,none
290,potted plant,0.255,18.25,0,,305.47,none
291,person,0.251,25.08,0,,305.71,none
292,person,0.252,28.3,0,,314.64,none
293,person,0.254,25.72,0,,305.73,none
294,potted plant,0.283,24.01,0,,314.92,none
295,potted plant,0.278,22.57,0,,344.98,none
296,chair,0.252,20.76,0,,345.0,none
297,bench,0.251,22.39,0,,330.1,none
298,chair,0.27,21.29,0,,323.58,none
299,potted plant,0.285,23.6,0,,338.16,none
300,potted plant,0.253,18.43,0,,317.76,none
301,potted plant,0.262,21.84,0,,314.93,none
302,bench,0.268,10.89,0,move left,319.3,left
303,bench,0.251,8.73,0,move left,314.58,left
304,person,0.295,23.97,0,,315.93,none
305,bench,0.258,20.4,0,,314.55,none
306,bench,0.272,21.62,0,,326.53,none
307,person,0.258,24.82,0,,319.07,none
308,chair,0.267,20.42,0,,310.2,none
309,person,0.267,25.14,0,,316.05,none
310,person,0.295,26.68,0,,312.65,none
311,person,0.267,27.44,0,,310.38,none
312,potted plant,0.326,9.89,0,move left,320.79,left
313,person,0.308,23.14,0,,327.88,none
314,person,0.258,26.66,0,,322.81,none
315,potted plant,0.29,20.47,0,,323.15,none
316,potted plant,0.268,19.21,0,,323.86,none
317,potted plant,0.255,21.82,0,,317.87,none
318,potted plant,0.26,20.86,0,,319.83,none
319,person,0.271,25.72,0,,314.78,none
320,chair,0.265,20.98,0,,319.57,none
321,person,0.253,24.61,0,,324.0,none
322,person,0.29,20.88,0,,320.54,none
323,person,0.269,21.11,0,,326.49,none
324,person,0.276,21.65,0,,322.29,none
325,chair,0.367,20.36,0,,337.72,none
326,person,0.393,25.75,0,,319.89,none
327,person,0.268,25.26,0,,316.25,none
328,person,0.288,23.87,0,,315.7,none
329,person,0.376,26.74,0,,317.94,none
330,person,0.336,24.82,0,,316.91,none
331,person,0.263,25.53,0,,315.06,none
332,person,0.295,23.95,0,,315.92,none
333,person,0.255,25.26,0,,315.38,none
334,person,0.259,24.66,0,,312.07,none
335,person,0.253,23.98,0,,325.62,none
336,person,0.261,24.29,0,,337.09,none
337,chair,0.257,20.24,0,,322.2,none
338,person,0.28,24.67,0,,330.67,none
339,person,0.287,24.49,0,,327.39,none
340,person,0.268,24.73,0,,318.64,none
341,chair,0.274,20.23,0,,323.84,none
342,person,0.25,25.07,0,,330.55,none
343,person,0.259,21.55,0,,314.03,none
344,person,0.274,20.62,0,,315.61,none
345,chair,0.277,19.8,0,,308.98,none
346,person,0.292,24.6,0,,323.83,none
347,person,0.282,23.71,0,,332.94,none
348,person,0.292,25.14,0,,326.29,none
349,chair,0.297,19.2,0,,303.16,none
350,person,0.282,25.39,0,,300.57,none
351,chair,0.278,21.09,0,,318.42,none
352,person,0.29,26.26,0,,307.61,none
353,person,0.252,25.9,0,,312.92,none
354,person,0.339,25.3,0,,318.67,none
355,person,0.291,26.18,0,,338.38,none
356,person,0.279,25.98,0,,314.41,none
357,person,0.254,27.02,0,,319.46,none
358,person,0.316,25.13,0,,313.5,none
359,person,0.274,25.52,0,,313.2,none
360,chair,0.312,20.81,0,,315.52,none
361,chair,0.278,20.73,0,,303.38,none
362,person,0.295,24.97,0,,311.29,none
363,person,0.328,24.94,0,,314.37,none
364,person,0.267,26.82,0,,306.01,none
365,person,0.256,26.57,0,,314.9,none
366,chair,0.272,19.98,0,,320.84,none
367,person,0.266,24.98,0,,313.43,none
368,person,0.253,26.4,0,,316.83,none
369,person,0.266,25.57,0,,311.1,none
370,person,0.273,24.76,0,,317.25,none
371,person,0.28,25.48,0,,314.4,none
372,person,0.265,26.28,0,,306.55,none
373,person,0.299,25.71,0,,309.32,none
374,person,0.265,26.27,0,,309.34,none
375,person,0.258,24.83,0,,305.0,none
376,person,0.303,26.42,0,,315.02,none
377,person,0.268,27.66,0,,319.72,none
378,bench,0.258,21.45,0,,318.22,none
379,person,0.342,27.57,0,,308.24,none
380,person,0.321,26.16,0,,308.41,none
381,person,0.328,26.14,0,,311.99,none
382,person,0.255,25.82,0,,314.18,none
383,person,0.297,26.73,0,,306.6,none
384,person,0.26,25.88,0,,310.29,none
385,person,0.29,23.51,0,,313.59,none
386,person,0.26,24.3,0,,312.15,none
387,person,0.277,25.94,0,,318.27,none
388,person,0.356,24.77,0,,312.47,none
389,person,0.276,26.09,0,,317.66,none
390,chair,0.26,19.28,0,,315.77,none
391,person,0.261,25.26,0,,314.55,none
392,person,0.304,25.41,0,,315.27,none
393,chair,0.257,18.94,0,,321.14,none
394,person,0.262,25.16,0,,302.68,none
395,potted plant,0.293,9.31,0,move left,317.34,left
396,potted plant,0.31,9.55,0,move left,304.68,left
397,person,0.337,23.82,0,,305.76,none
398,person,0.275,25.38,0,,310.49,none
399,chair,0.257,18.76,0,,308.49,none
400,person,0.332,24.45,0,,310.41,none
401,person,0.257,23.88,0,,316.66,none
402,person,0.287,26.2,0,,322.37,none
403,chair,0.273,19.38,0,,315.57,none
404,bench,0.263,6.38,0,move left,313.61,left
405,person,0.29,25.64,0,,312.56,none
406,potted plant,0.385,6.77,0,move left,311.95,left
407,person,0.255,26.0,0,,309.73,none
408,chair,0.261,21.78,0,,321.35,none
409,person,0.294,25.1,0,,306.29,none
410,chair,0.311,20.8,0,,311.35,none
411,chair,0.286,21.93,0,,307.12,none
412,chair,0.255,19.11,0,,319.61,none
413,person,0.252,24.1,0,,317.97,none
414,bench,0.252,25.71,0,,312.68,none
415,bench,0.273,25.74,0,,342.74,none
416,bench,0.251,22.04,0,,335.28,none
417,person,0.335,26.38,0,,326.57,none
418,person,0.257,24.47,0,,341.57,none
419,person,0.257,25.55,0,,332.2,none
420,person,0.257,26.04,0,,329.6,none
421,person,0.273,25.61,0,,330.29,none
422,person,0.286,26.58,0,,332.58,none
423,person,0.279,27.6,0,,338.01,none
424,potted plant,0.255,4.58,0,move right,345.38,right
425,person,0.298,26.13,0,,335.8,none
426,person,0.292,25.76,0,,342.68,none
427,chair,0.259,20.14,0,,330.64,none
428,person,0.253,24.98,0,,336.11,none
429,person,0.27,25.55,0,,337.25,none
430,person,0.259,25.0,0,,341.28,none
431,person,0.251,25.64,0,,337.1,none
432,person,0.345,24.52,0,,342.01,none
433,person,0.258,26.13,0,,339.16,none
434,person,0.253,27.37,0,,337.85,none
435,person,0.287,26.3,0,,340.19,none
436,chair,0.255,20.08,0,,344.7,none
437,person,0.255,26.08,0,,336.04,none
438,potted plant,0.333,5.36,0,move right,343.0,right
439,potted plant,0.256,6.66,0,move right,345.3,right
440,chair,0.262,20.8,0,,327.09,none
441,person,0.32,24.98,0,,339.44,none
442,person,0.259,25.26,0,,319.36,none
443,person,0.3,24.94,0,,345.75,none
444,person,0.25,27.24,0,,338.58,none
445,person,0.253,26.88,0,,344.12,none
446,person,0.262,27.08,0,,334.3,none
447,potted plant,0.279,15.24,0,,332.81,none
448,potted plant,0.263,18.35,0,,325.3,none
449,person,0.258,24.65,0,,343.52,none
450,person,0.298,26.29,0,,327.67,none
451,person,0.334,27.16,0,,331.19,none
452,potted plant,0.297,10.5,0,move right,327.49,right
453,person,0.279,23.26,0,,326.66,none
454,person,0.251,27.24,0,,327.66,none
455,person,0.265,28.37,0,,328.39,none
456,person,0.288,27.39,0,,325.42,none
457,bench,0.265,23.67,0,,329.78,none
458,person,0.272,26.76,0,,328.2,none
459,person,0.261,28.71,0,,328.04,none
460,person,0.261,27.45,0,,332.22,none
461,chair,0.286,22.66,0,,329.89,none
462,person,0.264,26.03,0,,323.21,none
463,person,0.269,26.82,0,,328.16,none
464,person,0.279,26.19,0,,325.84,none
465,chair,0.277,20.01,0,,328.89,none
466,chair,0.255,21.64,0,,325.54,none
467,bench,0.259,22.5,0,,317.88,none
468,person,0.251,27.86,0,,326.19,none
469,bench,0.254,21.95,0,,317.73,none
470,person,0.275,28.11,0,,319.66,none
471,person,0.259,27.06,0,,324.44,none
472,person,0.27,29.0,0,,338.11,none
473,person,0.287,29.24,0,,313.81,none
474,person,0.25,25.79,0,,332.87,none
475,person,0.264,26.62,0,,333.91,none
476,person,0.282,29.15,0,,330.3,none
477,person,0.323,27.63,0,,315.98,none
478,person,0.361,27.04,0,,315.63,none
479,person,0.284,27.3,0,,312.6,none
480,person,0.257,26.13,0,,319.94,none
481,person,0.261,25.98,0,,318.2,none
482,person,0.256,26.65,0,,314.2,none
483,potted plant,0.304,5.02,0,move right,319.54,right
484,person,0.257,28.46,0,,320.26,none
485,person,0.291,27.93,0,,317.96,none
486,potted plant,0.252,18.57,0,,316.13,none
487,person,0.27,28.28,0,,322.84,none
488,potted plant,0.274,4.67,0,move right,320.46,right
489,chair,0.307,22.07,0,,317.85,none
490,chair,0.326,22.85,0,,318.96,none
491,chair,0.277,23.41,0,,302.46,none
492,person,0.267,26.42,0,,312.91,none
493,person,0.288,27.98,0,,318.18,none
494,person,0.256,27.04,0,,315.63,none
495,potted plant,0.324,4.43,0,move right,315.89,right
496,potted plant,0.327,14.99,0,move right,311.3,right
497,potted plant,0.251,15.04,0,,318.05,none
498,person,0.253,28.1,0,,319.56,none
499,potted plant,0.262,13.54,0,move right,332.08,right
500,person,0.376,26.11,0,,314.6,none
501,person,0.304,24.0,0,,315.52,none
502,person,0.266,23.22,0,,312.95,none
503,person,0.316,28.72,0,,318.01,none
504,person,0.267,27.94,0,,313.29,none
505,potted plant,0.256,9.93,0,move right,332.73,right
506,bench,0.274,27.69,0,,342.59,none
507,potted plant,0.274,20.43,0,,335.7,none
508,person,0.267,28.05,0,,338.49,none
509,chair,0.332,21.48,0,,350.7,none
510,chair,0.263,22.09,0,,333.58,none
511,chair,0.31,23.03,0,,333.5,none
512,person,0.251,23.29,0,,336.49,none
513,person,0.266,29.0,0,,332.3,none
514,person,0.268,26.97,0,,347.26,none
515,person,0.315,22.83,0,,336.13,none
516,person,0.296,21.36,0,,323.66,none
517,person,0.253,28.8,0,,310.31,none
518,dining table,0.259,21.88,0,,308.52,none
519,person,0.291,27.47,0,,316.1,none
520,person,0.259,27.97,0,,338.43,none
521,chair,0.253,20.56,0,,335.97,none
522,person,0.269,28.57,0,,331.88,none
523,person,0.345,23.97,0,,318.9,none
524,person,0.28,22.85,0,,312.58,none
525,person,0.284,21.36,0,,318.69,none
526,person,0.271,21.48,0,,328.84,none
527,person,0.256,28.54,0,,318.98,none
528,person,0.267,27.21,0,,309.25,none
529,bench,0.289,22.0,0,,310.43,none
530,person,0.253,18.71,0,,314.03,none
531,person,0.339,22.45,0,,319.97,none
532,chair,0.298,22.82,0,,310.78,none
533,chair,0.258,23.01,0,,317.31,none
534,bench,0.286,23.85,0,,312.22,none
535,person,0.294,27.7,0,,314.57,none
536,bench,0.262,25.47,0,,314.37,none
537,person,0.263,26.86,0,,315.46,none
538,bench,0.303,21.83,0,,310.47,none
539,bench,0.263,22.43,0,,319.92,none
540,bench,0.256,17.19,0,,319.43,none
541,bench,0.251,18.84,0,,316.48,none
542,bench,0.257,16.28,0,,317.88,none
543,person,0.302,25.82,0,,312.82,none
544,person,0.257,24.64,0,,311.89,none
545,person,0.28,24.75,0,,318.41,none
546,person,0.258,23.99,0,,310.11,none
547,person,0.252,23.76,0,,314.29,none
548,person,0.268,22.41,0,,311.36,none
549,person,0.313,22.79,0,,316.3,none
550,person,0.27,26.22,0,,317.25,none
551,person,0.252,26.5,0,,316.08,none
552,person,0.28,25.86,0,,319.98,none
553,person,0.317,24.32,0,,313.09,none
554,bench,0.251,13.8,0,move left,305.92,left
555,person,0.259,24.8,0,,309.42,none
556,person,0.272,25.07,0,,317.06,none
557,person,0.254,21.48,0,,308.94,none
558,chair,0.259,13.85,0,move left,319.06,left
559,chair,0.254,14.23,0,move left,314.37,left
560,person,0.251,24.24,0,,319.76,none
561,bench,0.251,23.76,0,,313.76,none
562,person,0.282,17.88,0,,310.18,none
563,person,0.264,24.28,0,,302.08,none
564,bench,0.264,15.26,0,,309.57,none
565,person,0.346,28.46,0,,314.63,none
566,person,0.272,28.2,0,,316.87,none
567,person,0.301,25.89,0,,316.39,none
568,person,0.269,25.67,0,,311.63,none
569,bench,0.254,26.96,0,,311.17,none
570,bench,0.279,27.46,0,,309.49,none
571,chair,0.276,14.76,0,move left,307.33,left
572,chair,0.297,13.87,0,move left,310.8,left
573,chair,0.264,14.02,0,move left,308.42,left
574,bench,0.278,14.53,0,move left,316.67,left
575,bench,0.279,14.54,0,move left,308.83,left
576,person,0.29,26.64,0,,308.99,none
577,person,0.292,28.05,0,,323.18,none
578,person,0.346,14.55,0,move left,310.39,left
579,chair,0.267,13.05,0,move left,307.96,left
580,person,0.254,26.4,0,,312.45,none
581,person,0.25,29.69,0,,305.22,none
582,dining table,0.257,13.79,0,move left,308.92,left
583,bench,0.277,14.97,0,move left,313.23,left
584,person,0.268,28.46,0,,320.74,none
585,person,0.26,26.44,0,,314.3,none
586,person,0.34,25.39,0,,317.89,none
587,person,0.299,28.45,0,,309.27,none
588,person,0.299,23.83,0,,313.7,none
589,person,0.265,28.41,0,,306.62,none
590,person,0.343,24.54,0,,299.68,none
591,person,0.267,26.36,0,,317.45,none
592,person,0.278,25.47,0,,300.82,none
593,chair,0.257,13.12,0,move left,322.17,left
594,bench,0.265,12.86,0,move left,321.07,left
595,person,0.278,27.97,0,,319.4,none
596,person,0.269,28.38,0,,316.99,none
597,bench,0.269,25.17,0,,308.14,none
598,chair,0.264,15.4,0,,313.65,none
599,person,0.268,26.84,0,,321.61,none
600,person,0.25,26.43,0,,337.03,none
601,person,0.277,25.26,0,,333.38,none
602,chair,0.256,12.34,0,move left,322.27,left
603,person,0.306,26.26,0,,317.88,none
604,bench,0.265,27.77,0,,317.1,none
605,bench,0.271,27.21,0,,313.93,none
606,person,0.267,16.29,0,,311.15,none
607,chair,0.252,11.49,0,move left,312.08,left
608,person,0.372,24.98,0,,314.4,none
609,person,0.312,28.88,0,,303.57,none
610,person,0.283,13.32,0,move left,318.08,left
611,person,0.278,13.76,0,move left,314.31,left
612,person,0.261,13.45,0,move left,298.47,left
613,bench,0.251,10.78,0,move left,301.49,left
614,person,0.262,25.32,0,,326.49,none
615,person,0.27,28.41,0,,305.3,none
616,bench,0.264,8.96,0,move left,311.97,left
617,person,0.28,23.21,0,,288.04,none
618,person,0.259,23.86,0,,291.39,none
619,person,0.281,18.98,0,,315.13,none
620,person,0.304,24.0,0,,302.86,none
621,bench,0.258,23.11,0,,302.42,none
622,person,0.268,28.62,0,,302.52,none
623,bench,0.279,23.66,0,,323.35,none
624,chair,0.264,7.4,0,move left,303.55,left
625,bench,0.252,23.74,0,,297.09,none
626,bench,0.267,22.86,0,,313.73,none
627,person,0.252,21.25,0,,312.17,none
628,person,0.262,21.47,0,,310.32,none
629,person,0.278,28.57,0,,328.23,none
630,bench,0.251,8.34,0,move left,322.48,left
631,bench,0.259,23.01,0,,314.29,none
632,bench,0.416,23.86,0,,313.11,none
