threshold,latency,usage,user_score,reward
0.1,2870.727436883109,0.330188679245283,1.0,-2.150943396226415
0.5,3785.0713363060586,0.06403940886699508,5.0,1.1798029556650245
0.9,2851.1603474617004,0.037037037037037035,2.0,-0.18518518518518512
0.613608098943136,4507.921457290649,0.05263157894736842,5.6,1.5368421052631578
0.6194820290488354,2552.200198173523,0.046511627906976744,5.8,1.6674418604651162
0.623059010830709,4958.183765411377,0.05,6.5,2.0
0.640976124585364,3580.7387232780457,0.044444444444444446,5.5,1.5277777777777777
0.6176546568817266,4434.2373212178545,0.04411764705882353,6.9,2.2294117647058824
0.6180543968188903,2535.200595855713,0.04716981132075472,7.0,2.2641509433962264
0.609238821023007,3587.22693269903,0.054187192118226604,6.9,2.179064039408867
0.5793369551453366,2737.798035144806,0.05555555555555555,7.0,2.2222222222222223
0.577200723136824,4347.4836349487305,0.05263157894736842,7.2,2.336842105263158
0.5757047905442313,2583.857488632202,0.05813953488372093,7.4,2.4093023255813955
0.5745365547939743,5136.949157714844,0.05,7.4,2.45
