stamp_sec,x,y,z,yolo_conf,status,vlm_response,latency_ms,usage_ratio
1772572170,-0.7550706267356873,0.0,0.0,0.0,VLM_TRIGGERED,PENDING...,0.0,0.16666666666666666
1772572177,-0.7618585228919983,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.14285714285714285
1772572177,-0.7618796229362488,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.125
1772572177,-0.761968731880188,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.1111111111111111
1772572177,-0.7620553374290466,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.1
1772572177,-0.7621527314186096,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.09090909090909091
1772572177,-0.7622988224029541,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.08333333333333333
1772572177,-0.7623075842857361,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.07692307692307693
1772572177,-0.7623715400695801,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.07142857142857142
1772572177,-0.7624555826187134,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.06666666666666667
1772572177,-0.7625160813331604,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.0625
1772572178,-0.7626773715019226,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.058823529411764705
1772572178,-0.7626921534538269,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.05555555555555555
1772572178,-0.7628244757652283,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.05263157894736842
1772572178,-0.7629271745681763,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.05
1772572178,-0.7630714774131775,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.047619047619047616
1772572178,-0.7630481719970703,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.045454545454545456
1772572178,-0.7631294131278992,0.0,0.0,0.2542394697666168,YOLO_ONLY,PENDING...,0.0,0.043478260869565216
1772572178,-0.7632067799568176,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.041666666666666664
1772572179,-0.7637803554534912,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.04
1772572179,-0.7638522982597351,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.038461538461538464
1772572179,-0.7639201283454895,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.037037037037037035
1772572179,-0.7639843821525574,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03571428571428571
1772572179,-0.7641194462776184,0.0,0.0,0.25443965196609497,YOLO_ONLY,PENDING...,0.0,0.034482758620689655
1772572179,-0.7642673850059509,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03333333333333333
1772572179,-0.7643276453018188,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03225806451612903
1772572179,-0.7643828988075256,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.03125
1772572179,-0.7645010352134705,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.030303030303030304
1772572180,-0.7646524310112,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.029411764705882353
1772572180,-0.7648093700408936,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02857142857142857
1772572180,-0.7648907899856567,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.027777777777777776
1772572180,-0.7649741768836975,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02702702702702703
1772572180,-0.765010416507721,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02631578947368421
1772572180,-0.7650395035743713,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02564102564102564
1772572180,-0.7651057839393616,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.025
1772572180,-0.7652022838592529,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.024390243902439025
1772572180,-0.7652702927589417,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.023809523809523808
1772572181,-0.7653298377990723,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.023255813953488372
1772572181,-0.7654165625572205,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.022727272727272728
1772572181,-0.7655009627342224,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.022222222222222223
1772572181,-0.7656043767929077,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.021739130434782608
1772572181,-0.7657188773155212,0.0,0.0,0.25061482191085815,YOLO_ONLY,PENDING...,0.0,0.02127659574468085
1772572181,-0.7662947773933411,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.020833333333333332
1772572181,-0.766444981098175,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02040816326530612
1772572181,-0.766544759273529,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.02
1772572181,-0.7666010856628418,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.0196078431372549
1772572182,-0.766715407371521,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.019230769230769232
1772572182,-0.7668496370315552,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.018867924528301886
1772572182,-0.766858696937561,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.018518518518518517
1772572182,-0.7670593857765198,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.01818181818181818
1772572182,-0.7672799229621887,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.017857142857142856
1772572182,-0.7673314809799194,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.017543859649122806
1772572182,-0.7674509286880493,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.017241379310344827
1772572182,-0.7675113677978516,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.01694915254237288
1772572182,-0.7676209807395935,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.016666666666666666
