threshold,latency,usage,user_score,reward
0.1,0.0,0.0,5.0,2.5
0.5,5409.717831500741,0.5733333333333334,3.0,-2.3666666666666667
0.9,5596.5229868888855,0.29906542056074764,1.0,-1.9953271028037385
0.0,0.0,0.0,1.0,0.5
0.17788038004928022,0.0,0.0,5.0,2.5
0.140552466199962,0.0,0.0,4.0,2.0
0.16684825311160856,0.0,0.0,5.0,2.5
0.16473785764962132,0.0,0.0,4.0,2.0
0.1424293335090122,0.0,0.0,3.0,1.5
0.18645031810145674,0.0,0.0,5.0,2.5
0.19831320795659121,0.0,0.0,6.0,3.0
0.22884543204650298,0.0,0.0,5.0,2.5
0.2247319231140701,0.0,0.0,5.0,2.5
0.06706035454350534,0.0,0.0,1.0,0.5
0.20341015679758417,0.0,0.0,5.0,2.5
0.2011376173278995,0.0,0.0,6.0,3.0
0.2019324698701839,0.0,0.0,5.0,2.5
