stamp_sec,x,y,z,yolo_conf,status,vlm_response,latency_ms,usage_ratio
1771449621,0.7102558016777039,0.0,0.0,0.48609659075737,YOLO_ONLY,PENDING...,0.0,0.0
1771449627,0.70887291431427,0.0,0.0,0.3192726671695709,YOLO_ONLY,PENDING...,0.0,0.0
1771449628,0.708884060382843,0.0,0.0,0.0,VLM_TRIGGERED,PENDING...,0.0,0.125
1771449628,0.7089158892631531,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.1111111111111111
1771449628,0.7088749408721924,0.0,0.0,0.28619009256362915,YOLO_ONLY,PENDING...,0.0,0.1
1771449628,0.7087606191635132,0.0,0.0,0.30560174584388733,YOLO_ONLY,PENDING...,0.0,0.09090909090909091
1771449628,0.708773672580719,0.0,0.0,0.47331589460372925,YOLO_ONLY,PENDING...,0.0,0.08333333333333333
1771449628,0.708407998085022,0.0,0.0,0.7133787870407104,YOLO_ONLY,PENDING...,0.0,0.07692307692307693
1771449628,0.7027008533477783,0.0,0.0,0.4078300893306732,YOLO_ONLY,PENDING...,0.0,0.07142857142857142
1771449628,0.7269603610038757,0.0,0.0,0.7917735576629639,YOLO_ONLY,PENDING...,0.0,0.06666666666666667
1771449629,0.798107922077179,0.0,0.0,0.3405064046382904,YOLO_ONLY,PENDING...,0.0,0.0625
1771449629,0.8849173784255981,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.058823529411764705
1771449629,0.9332730174064636,0.0,0.0,0.7323386669158936,YOLO_ONLY,PENDING...,0.0,0.05555555555555555
1771449629,0.9642228484153748,0.0,0.0,0.6270588636398315,YOLO_ONLY,PENDING...,0.0,0.05263157894736842
1771449629,0.982972264289856,0.0,0.0,0.29774904251098633,YOLO_ONLY,PENDING...,0.0,0.05
1771449630,0.9930475354194641,0.0,0.0,0.32327932119369507,YOLO_ONLY,PENDING...,0.0,0.047619047619047616
1771449630,1.014168620109558,0.0,0.0,0.6745358109474182,YOLO_ONLY,PENDING...,0.0,0.045454545454545456
1771449630,1.0413683652877808,0.0,0.0,0.255222886800766,YOLO_ONLY,PENDING...,0.0,0.043478260869565216
1771449630,1.0684961080551147,0.0,0.0,0.470701664686203,YOLO_ONLY,PENDING...,0.0,0.041666666666666664
1771449630,1.122726321220398,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.04
1771449630,1.1496551036834717,0.0,0.0,0.0,YOLO_ONLY,PENDING...,0.0,0.038461538461538464
