threshold,latency,usage,user_score,reward
0.1,0,0,5,2.5
0.5,9482.180953,0.02247191,7,2.387640449
0.9,7186.299827,0.267326733,1,-1.836633663
0.296805488,7436.017513,0.02247191,7,2.387640449
0,0,0,1,0.5
0.188516919,0,0,1,0.5
0.341779162,6955.799324,0.144329897,3.5,0.028350515
0.27147641,8076.490402,0.01980198,8,2.900990099
0.371354624,7621.144533,0.090909091,3,0.045454545
0.460130748,6013.849281,0.212121212,1,-1.560606061
0.007448145,0,0,8,4
