frame_idx,source_env,source_file,yolo_max_conf,detected_classes,status,vlm_response,latency_ms,usage_ratio
62,DR,trial_x_0.335_raw.mp4,0.5269,chair,YOLO_ONLY,N/A,0,0.0161
63,DR,trial_x_0.335_raw.mp4,0.5152,chair,YOLO_ONLY,N/A,0,0.0159
64,DR,trial_x_0.335_raw.mp4,0.5868,chair,YOLO_ONLY,N/A,0,0.0156
65,DR,trial_x_0.335_raw.mp4,0.6229,chair,YOLO_ONLY,N/A,0,0.0154
66,DR,trial_x_0.335_raw.mp4,0.5427,chair,YOLO_ONLY,N/A,0,0.0152
67,DR,trial_x_0.335_raw.mp4,0.4805,chair,YOLO_ONLY,N/A,0,0.0149
68,DR,trial_x_0.335_raw.mp4,0.3888,chair;chair,YOLO_ONLY,N/A,0,0.0147
69,DR,trial_x_0.335_raw.mp4,0.4135,chair,YOLO_ONLY,N/A,0,0.0145
70,DR,trial_x_0.335_raw.mp4,0.4890,chair,YOLO_ONLY,N/A,0,0.0143
71,DR,trial_x_0.335_raw.mp4,0.4119,chair;chair,YOLO_ONLY,N/A,0,0.0141
72,DR,trial_x_0.335_raw.mp4,0.3882,chair;chair,YOLO_ONLY,N/A,0,0.0139
73,DR,trial_x_0.335_raw.mp4,0.3785,chair;chair,YOLO_ONLY,N/A,0,0.0137
74,DR,trial_x_0.335_raw.mp4,0.4149,chair;chair,YOLO_ONLY,N/A,0,0.0135
75,DR,trial_x_0.335_raw.mp4,0.4914,chair;chair,YOLO_ONLY,N/A,0,0.0133
76,DR,trial_x_0.335_raw.mp4,0.4733,chair;chair,YOLO_ONLY,N/A,0,0.0132
77,DR,trial_x_0.335_raw.mp4,0.5149,chair;tv,YOLO_ONLY,N/A,0,0.0130
78,DR,trial_x_0.335_raw.mp4,0.3769,chair;tv,YOLO_ONLY,N/A,0,0.0128
79,DR,trial_x_0.335_raw.mp4,0.3729,chair;tv;chair,YOLO_ONLY,N/A,0,0.0127
80,DR,trial_x_0.335_raw.mp4,0.4193,chair;tv,YOLO_ONLY,N/A,0,0.0125
81,DR,trial_x_0.335_raw.mp4,0.4703,chair;remote,YOLO_ONLY,N/A,0,0.0123
82,DR,trial_x_0.335_raw.mp4,0.3969,chair;remote;chair,YOLO_ONLY,N/A,0,0.0122
83,DR,trial_x_0.335_raw.mp4,0.3822,chair;chair;remote,YOLO_ONLY,N/A,0,0.0120
84,DR,trial_x_0.335_raw.mp4,0.3586,chair;chair;remote;tv,YOLO_ONLY,N/A,0,0.0119
